laureate_id,awardYear,category,prize,motivation,portion,laureate_type,full_Name,gender,birth_city,birth_country,birth_continent,organization_name,organization_city,organization_country,death_city,death_country,iso_alpha,birth_date_datetime,death_date_datetime,years_lived,dateAwarded_datetime,laureates_age_receiving_prize,decade,US_born_laureates,female_laureates,chemistry_category,physics_category,Literature_category,Peace_category,Physiology or Medicine,
809,388,1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1968,for their interpretation of the genetic code and its function in protein synthesis,01-Mar,Individual,Robert W. Holley,male,"Urbana, IL",USA,North America,Cornell University,"Ithaca, NY",USA,"Los Gatos, CA",USA,USA,28-01-1922,11-02-1993,71,16-10-1968,47,1960,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
810,112,1978,Physics,The Nobel Prize in Physics 1978,for their discovery of cosmic microwave background radiation,01-Apr,Individual,Robert Woodrow Wilson,male,"Houston, TX",USA,North America,Bell Laboratories,"Holmdel, NJ",USA,,,USA,10-01-1936,,,17-10-1978,43,1970,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
811,770,2003,Chemistry,The Nobel Prize in Chemistry 2003,for structural and mechanistic studies of ion channels,01-Feb,Individual,Roderick MacKinnon,male,"Burlington, MA",USA,North America,Rockefeller University,"New York, NY",USA,,,USA,19-02-1956,,,08-10-2003,48,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
812,399,1972,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1972,for their discoveries concerning the chemical structure of antibodies,01-Feb,Individual,Rodney R. Porter,male,Newton-le-Willows,United Kingdom,Europe,University of Oxford,Oxford,United Kingdom,Winchester,United Kingdom,GBR,08-10-1917,06-09-1985,68,12-10-1972,55,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
813,822,2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2007,for having laid the foundations of mechanism design theory,01-Mar,Individual,Roger B. Myerson,male,"Boston, MA",USA,North America,University of Chicago,"Chicago, IL",USA,,,USA,29-03-1951,,,15-10-2007,57,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
814,806,2006,Chemistry,The Nobel Prize in Chemistry 2006,for his studies of the molecular basis of eukaryotic transcription,1,Individual,Roger D. Kornberg,male,"St. Louis, MO",USA,North America,Stanford University,"Stanford, CA",USA,,,USA,24-04-1947,,,04-10-2006,59,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
815,411,1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1977,for their discoveries concerning the peptide hormone production of the brain,01-Apr,Individual,Roger Guillemin,male,Dijon,France,Europe,The Salk Institute,"San Diego, CA",USA,"Del Mar, CA",USA,FRA,11-01-1924,21-02-2024,100,13-10-1977,54,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
816,609,1937,Literature,The Nobel Prize in Literature 1937,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,1,Individual,Roger Martin du Gard,male,Neuilly-sur-Seine,France,Europe,,,,Bellême,France,FRA,1881-03-23,22-08-1958,77,11-11-1937,57,1930,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
817,988,2020,Physics,The Nobel Prize in Physics 2020,for the discovery that black hole formation is a robust prediction of the general theory of relativity,01-Feb,Individual,Roger Penrose,male,Colchester,United Kingdom,Europe,University of Oxford,Oxford,United Kingdom,,,GBR,08-08-1931,,,06-10-2020,89,2020,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
818,422,1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1981,for his discoveries concerning the functional specialization of the cerebral hemispheres,01-Feb,Individual,Roger W. Sperry,male,"Hartford, CT",USA,North America,California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,USA,20-08-1913,17-04-1994,81,09-10-1981,68,1980,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
819,831,2008,Chemistry,The Nobel Prize in Chemistry 2008,"for the discovery and development of the green fluorescent protein, GFP",01-Mar,Individual,Roger Y. Tsien,male,"New York, NY",USA,North America,University of California,"San Diego, CA",USA,"Eugene, OR",USA,USA,01-02-1952,24-08-2016,65,08-10-2008,57,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
820,456,1996,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1996,for their discoveries concerning the specificity of the cell mediated immune defence,01-Feb,Individual,Rolf M. Zinkernagel,male,Basel,Switzerland,Europe,"University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland,,,CHE,06-01-1944,,,07-10-1996,53,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
821,584,1915,Literature,The Nobel Prize in Literature 1915,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,1,Individual,Romain Rolland,male,Clamecy,France,Europe,,,,Vézelay,France,FRA,1866-01-29,30-12-1944,79,09-11-1916,51,1910,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
822,234,1967,Chemistry,The Nobel Prize in Chemistry 1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",01-Apr,Individual,Ronald George Wreyford Norrish,male,Cambridge,United Kingdom,Europe,Institute of Physical Chemistry,Cambridge,United Kingdom,Cambridge,United Kingdom,GBR,1897-11-09,07-06-1978,81,30-10-1967,70,1960,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
823,707,1991,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1991,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,1,Individual,Ronald H. Coase,male,Willesden,United Kingdom,Europe,University of Chicago,"Chicago, IL",USA,"Chicago, IL",USA,GBR,29-12-1910,02-09-2013,103,15-10-1991,81,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
824,294,1902,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1902,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",1,Individual,Ronald Ross,male,Almora,India,Asia,University College,Liverpool,United Kingdom,Putney Heath,United Kingdom,IND,1857-05-13,16-09-1932,75,30-10-1902,45,1900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
825,413,1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1977,for the development of radioimmunoassays of peptide hormones,01-Feb,Individual,Rosalyn Yalow,female,"New York, NY",USA,North America,Veterans Administration Hospital,"Bronx, NY",USA,"New York, NY",USA,USA,19-07-1921,30-05-2011,90,13-10-1977,56,1970,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
826,791,2005,Physics,The Nobel Prize in Physics 2005,for his contribution to the quantum theory of optical coherence,01-Feb,Individual,Roy J. Glauber,male,"New York, NY",USA,North America,Harvard University,"Cambridge, MA",USA,"Newton, MA",USA,USA,01-09-1925,26-12-2018,93,04-10-2005,80,2000,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
827,578,1908,Literature,The Nobel Prize in Literature 1908,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",1,Individual,Rudolf Christoph Eucken,male,Aurich,Germany,Europe,,,,Jena,Germany,DEU,1846-01-05,14-09-1926,81,12-11-1908,63,1900,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
828,76,1961,Physics,The Nobel Prize in Physics 1961,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,01-Feb,Individual,Rudolf Ludwig Mössbauer,male,Munich,Germany,Europe,Technical University,Munich,Germany,,,DEU,31-01-1929,14-09-2011,83,02-11-1961,33,1960,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
829,277,1992,Chemistry,The Nobel Prize in Chemistry 1992,for his contributions to the theory of electron transfer reactions in chemical systems,1,Individual,Rudolph A. Marcus,male,Montreal,Canada,North America,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,CAN,21-07-1923,,,14-10-1992,69,1990,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
830,577,1907,Literature,The Nobel Prize in Literature 1907,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",1,Individual,Rudyard Kipling,male,Mumbai,India,Asia,,,,London,United Kingdom,IND,1865-12-30,18-01-1936,70,07-11-1907,42,1900,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
831,143,1993,Physics,The Nobel Prize in Physics 1993,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",01-Feb,Individual,Russell A. Hulse,male,"New York, NY",USA,North America,Princeton University,"Princeton, NJ",USA,,,USA,28-11-1950,,,13-10-1993,43,1990,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
832,742,2001,Chemistry,The Nobel Prize in Chemistry 2001,for their work on chirally catalysed hydrogenation reactions,01-Apr,Individual,Ryoji Noyori,male,Kobe,Japan,Asia,Nagoya University,Nagoya,Japan,,,JPN,03-09-1938,,,10-10-2001,63,2000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
833,631,1960,Literature,The Nobel Prize in Literature 1960,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,1,Individual,Saint-John Perse,male,Pointe-à-Pitre,"Guadeloupe, France",North America,,,,Presqu'île-de-Giens,France,,1887-05-31,20-09-1975,88,26-10-1960,73,1960,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
834,393,1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses,01-Mar,Individual,Salvador E. Luria,male,Turin,Italy,Europe,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Lexington, MA",USA,ITA,13-08-1912,06-02-1991,78,16-10-1969,57,1960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
835,630,1959,Literature,The Nobel Prize in Literature 1959,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",1,Individual,Salvatore Quasimodo,male,Modica,Italy,Europe,,,,Naples,Italy,ITA,20-08-1901,14-06-1968,67,22-10-1959,58,1950,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
836,643,1969,Literature,The Nobel Prize in Literature 1969,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",1,Individual,Samuel Beckett,male,Dublin,Ireland,Europe,,,,Paris,France,IRL,13-04-1906,22-12-1989,84,23-10-1969,64,1960,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
837,106,1976,Physics,The Nobel Prize in Physics 1976,for their pioneering work in the discovery of a heavy elementary particle of a new kind,01-Feb,Individual,Samuel Chao Chung Ting,male,"Ann Arbor, MI",USA,North America,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,USA,27-01-1936,,,18-10-1976,41,1970,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
838,299,1906,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1906,in recognition of their work on the structure of the nervous system,01-Feb,Individual,Santiago Ramón y Cajal,male,Petilla de Aragón,Spain,Europe,Madrid University,Madrid,Spain,Madrid,Spain,ESP,1852-05-01,17-10-1934,82,25-10-1906,54,1900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
839,917,2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2015,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,01-Apr,Individual,Satoshi Ōmura,male,Yamanashi Prefecture,Japan,Asia,Kitasato University,Tokyo,Japan,,,JPN,12-07-1935,,,05-10-2015,80,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
840,652,1976,Literature,The Nobel Prize in Literature 1976,for the human understanding and subtle analysis of contemporary culture that are combined in his work,1,Individual,Saul Bellow,male,Montreal,Canada,North America,,,,"Brookline, MA",USA,CAN,10-06-1915,05-04-2005,90,21-10-1976,61,1970,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
841,864,2011,Physics,The Nobel Prize in Physics 2011,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,01-Feb,Individual,Saul Perlmutter,male,"Champaign-Urbana, IL",USA,North America,Lawrence Berkeley National Laboratory,"Berkeley, CA",USA,,,USA,01-01-1959,,,04-10-2011,53,2010,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
842,672,1995,Literature,The Nobel Prize in Literature 1995,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",1,Individual,Seamus Heaney,male,Casteldàwson,Northern Ireland,Europe,,,,Dublin,Ireland,,13-04-1939,30-08-2013,74,05-10-1995,56,1990,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
843,532,1974,Peace,The Nobel Peace Prize 1974,for his efforts to secure and develop human rights throughout the world,01-Feb,Individual,Seán MacBride,male,Paris,France,Europe,,,,Dublin,Ireland,FRA,26-01-1904,15-01-1988,84,09-10-1974,71,1970,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
844,579,1909,Literature,The Nobel Prize in Literature 1909,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",1,Individual,Selma Ottilia Lovisa Lagerlöf,female,Mårbacka,Sweden,Europe,,,,Mårbacka,Sweden,SWE,1858-11-20,16-03-1940,81,11-11-1909,51,1900,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
845,353,1952,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1952,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",1,Individual,Selman Abraham Waksman,male,Nova Pryluka,Ukraine,Europe,Rutgers University,"New Brunswick, NJ",USA,"Hyannis, MA",USA,UKR,1888-07-22,16-08-1973,85,23-10-1952,64,1950,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
846,876,2012,Physics,The Nobel Prize in Physics 2012,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,01-Feb,Individual,Serge Haroche,male,Casablanca,Morocco,Africa,Collège de France,Paris,France,,,MAR,11-09-1944,,,09-10-2012,68,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
847,367,1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 1959,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,01-Feb,Individual,Severo Ochoa,male,Luarca,Spain,Europe,"New York University, College of Medicine","New York, NY",USA,Madrid,Spain,ESP,24-09-1905,01-11-1993,88,15-10-1959,54,1950,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
848,113,1979,Physics,The Nobel Prize in Physics 1979,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",01-Mar,Individual,Sheldon Lee Glashow,male,"New York, NY",USA,North America,"Harvard University, Lyman Laboratory","Cambridge, MA",USA,,,USA,05-12-1932,,,15-10-1979,47,1970,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
849,558,1994,Peace,The Nobel Peace Prize 1994,for their efforts to create peace in the Middle East,01-Mar,Individual,Shimon Peres,male,Vishneva,Belarus,Europe,,,,Tel Aviv,Israel,BLR,16-08-1923,28-09-2016,93,14-10-1994,71,1990,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
850,875,2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine 2012,for the discovery that mature cells can be reprogrammed to become pluripotent,01-Feb,Individual,Shinya Yamanaka,male,Osaka,Japan,Asia,Kyoto University,Kyoto,Japan,,,JPN,04-09-1962,,,08-10-2012,50,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
851,773,2003,Peace,The Nobel Peace Prize 2003,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,1,Individual,Shirin Ebadi,female,Hamadan,Iran,Asia,,,,,,,21-06-1947,,,10-10-2003,56,2000,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
852,639,1966,Literature,The Nobel Prize in Literature 1966,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,01-Feb,Individual,Shmuel Yosef Agnon,male,Buchach,Ukraine,Europe,,,,Rehovot,Israel,UKR,1888-07-17,17-02-1970,82,20-10-1966,78,1960,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
853,908,2014,Physics,The Nobel Prize in Physics 2014,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,01-Mar,Individual,Shuji Nakamura,male,Ikata,Japan,Asia,University of California,"Santa Barbara, CA",USA,,,JPN,22-05-1954,,,07-10-2014,60,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
854,273,1989,Chemistry,The Nobel Prize in Chemistry 1989,for their discovery of catalytic properties of RNA,01-Feb,Individual,Sidney Altman,male,Montreal,Canada,North America,Yale University,"New Haven, CT",USA,"Rockleigh, NJ",USA,CAN,07-05-1939,05-04-2022,83,12-10-1989,50,1980,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
855,601,1928,Literature,The Nobel Prize in Literature 1928,principally for her powerful descriptions of Northern life during the Middle Ages,1,Individual,Sigrid Undset,female,Kalundborg,Denmark,Europe,,,,Lillehammer,Norway,DNK,1882-05-20,10-06-1949,67,13-11-1928,46,1920,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
856,1045,2024,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2024,for studies of how institutions are formed and affect prosperity,01-Mar,Individual,Simon Henry Roberts Johnson,male,Sheffield,United Kingdom,Europe,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,GBR,01-01-1963,,,14-10-2024,62,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
857,680,1971,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1971,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,1,Individual,Simon Kuznets,male,Pinsk,Belarus,Europe,Harvard University,"Cambridge, MA",USA,"Cambridge, MA",USA,BLR,30-04-1901,08-07-1985,84,15-10-1971,70,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
858,125,1984,Physics,The Nobel Prize in Physics 1984,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",01-Feb,Individual,Simon van der Meer,male,the Hague,the Netherlands,Europe,CERN,Geneva,Switzerland,Geneva,Switzerland,,24-11-1925,04-03-2011,85,17-10-1984,59,1980,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
